,location_origin,location_dest,Month,DayofMonth,DepDelay,Cancelled,WeatherDelay
41941,Boston MA,Atlanta GA,1,22,13,1,0
41942,Boston MA,Atlanta GA,3,29,21,0,0
41943,Boston MA,Atlanta GA,10,23,-17,0,0
41944,Boston MA,Atlanta GA,6,2,-55,0,0
41945,Boston MA,Atlanta GA,3,16,28,1,0
41946,Boston MA,Atlanta GA,2,8,172,1,5
41947,Boston MA,Atlanta GA,2,20,-18,0,0
41948,Boston MA,Atlanta GA,3,14,184,0,0
41949,Boston MA,Atlanta GA,8,30,-52,0,0
41950,Boston MA,Atlanta GA,4,28,681,0,0
41951,Boston MA,Atlanta GA,5,28,32,0,0
41952,Boston MA,Atlanta GA,2,9,-41,0,0
41953,Boston MA,Atlanta GA,10,2,-22,0,0
41954,Boston MA,Atlanta GA,12,8,18,0,0
41955,Boston MA,Atlanta GA,2,1,128,0,9
41956,Boston MA,Atlanta GA,5,4,82,1,0
41957,Boston MA,Atlanta GA,2,5,-20,0,0
41958,Boston MA,Atlanta GA,7,12,76,0,0
41959,Boston MA,Atlanta GA,9,21,123,0,0
41960,Boston MA,Atlanta GA,7,5,144,0,0
41961,Boston MA,Atlanta GA,11,12,-22,2,0
41962,Boston MA,Atlanta GA,11,13,694,0,0
41963,Boston MA,Atlanta GA,1,16,-31,1,0
41964,Boston MA,Atlanta GA,4,18,48,0,0
41965,Boston MA,Atlanta GA,1,15,17,1,0
41966,Boston MA,Atlanta GA,9,23,117,0,0
41967,Boston MA,Atlanta GA,5,17,-11,0,0
41968,Boston MA,Atlanta GA,8,15,241,0,0
41969,Boston MA,Atlanta GA,6,8,481,0,0
41970,Boston MA,Atlanta GA,1,13,378,0,0
41971,Boston MA,Atlanta GA,1,23,19,0,0
41972,Boston MA,Atlanta GA,12,27,448,0,0
41973,Boston MA,Atlanta GA,11,25,541,1,0
41974,Boston MA,Atlanta GA,4,11,107,0,0
41975,Boston MA,Atlanta GA,10,20,-31,0,0
41976,Boston MA,Atlanta GA,11,11,12,0,0
41977,Boston MA,Atlanta GA,6,27,673,0,128
41978,Boston MA,Atlanta GA,4,14,-17,0,0
41979,Boston MA,Atlanta GA,6,29,301,0,0
41980,Boston MA,Atlanta GA,5,6,-36,0,0
41981,Boston MA,Atlanta GA,1,6,214,1,0
41982,Boston MA,Atlanta GA,9,2,140,0,0
41983,Boston MA,Atlanta GA,7,18,182,0,0
41984,Boston MA,Atlanta GA,5,14,-26,0,0
41985,Boston MA,Atlanta GA,4,19,76,0,0
41986,Boston MA,Atlanta GA,9,11,-7,0,0
41987,Boston MA,Atlanta GA,6,14,27,0,0
41988,Boston MA,Atlanta GA,10,7,13,0,0
41989,Boston MA,Atlanta GA,1,4,17,1,0
41990,Boston MA,Atlanta GA,8,26,848,0,0
41991,Boston MA,Atlanta GA,5,8,29,0,0
41992,Boston MA,Atlanta GA,1,2,255,0,0
41993,Boston MA,Atlanta GA,12,2,124,0,0
41994,Boston MA,Atlanta GA,11,28,-55,0,0
41995,Boston MA,Atlanta GA,3,11,160,0,0
41996,Boston MA,Atlanta GA,11,5,-81,0,0
41997,Boston MA,Atlanta GA,4,22,-40,0,0
41998,Boston MA,Atlanta GA,9,18,49,0,0
41999,Boston MA,Atlanta GA,1,24,4,0,0
42000,Boston MA,Atlanta GA,2,26,301,0,0
42001,Boston MA,Atlanta GA,6,11,128,0,0
42002,Boston MA,Atlanta GA,5,7,28,0,0
42003,Boston MA,Atlanta GA,3,17,81,0,0
42004,Boston MA,Atlanta GA,8,8,225,0,0
42005,Boston MA,Atlanta GA,4,26,11,0,0
42006,Boston MA,Atlanta GA,11,1,41,0,0
42007,Boston MA,Atlanta GA,1,11,341,0,0
42008,Boston MA,Atlanta GA,4,9,-15,0,0
42009,Boston MA,Atlanta GA,10,11,44,0,0
42010,Boston MA,Atlanta GA,6,13,44,0,0
42011,Boston MA,Atlanta GA,12,23,313,0,17
42012,Boston MA,Atlanta GA,5,23,61,0,0
42013,Boston MA,Atlanta GA,7,23,874,2,0
42014,Boston MA,Atlanta GA,2,7,71,0,0
42015,Boston MA,Atlanta GA,4,24,95,1,0
42016,Boston MA,Atlanta GA,10,22,36,1,0
42017,Boston MA,Atlanta GA,1,20,-22,1,0
42018,Boston MA,Atlanta GA,1,19,499,3,0
42019,Boston MA,Atlanta GA,9,25,303,0,0
42020,Boston MA,Atlanta GA,6,9,606,1,0
42021,Boston MA,Atlanta GA,5,24,-22,0,0
42022,Boston MA,Atlanta GA,1,17,312,0,0
42023,Boston MA,Atlanta GA,8,12,649,0,0
42024,Boston MA,Atlanta GA,11,16,-36,0,0
42025,Boston MA,Atlanta GA,10,19,-7,0,0
42026,Boston MA,Atlanta GA,9,5,12,0,0
42027,Boston MA,Atlanta GA,6,18,145,0,0
42028,Boston MA,Atlanta GA,2,24,111,0,0
42029,Boston MA,Atlanta GA,10,14,117,0,0
42030,Boston MA,Atlanta GA,7,6,586,0,0
42031,Boston MA,Atlanta GA,10,15,1,0,0
42032,Boston MA,Atlanta GA,4,8,-53,0,0
42033,Boston MA,Atlanta GA,7,27,1312,0,156
42034,Boston MA,Atlanta GA,8,11,474,0,0
42035,Boston MA,Atlanta GA,6,7,-41,0,0
42036,Boston MA,Atlanta GA,6,24,508,0,0
42037,Boston MA,Atlanta GA,5,5,79,0,0
42038,Boston MA,Atlanta GA,8,14,299,0,0
42039,Boston MA,Atlanta GA,9,4,8,0,0
42040,Boston MA,Atlanta GA,12,11,328,1,0
42041,Boston MA,Atlanta GA,7,25,335,0,0
42042,Boston MA,Atlanta GA,3,26,-52,0,0
42043,Boston MA,Atlanta GA,4,27,258,0,0
42044,Boston MA,Atlanta GA,11,27,-17,0,0
42045,Boston MA,Atlanta GA,5,26,-55,0,0
42046,Boston MA,Atlanta GA,1,31,-49,0,0
42047,Boston MA,Atlanta GA,2,2,-66,0,0
42048,Boston MA,Atlanta GA,4,13,-15,0,0
42049,Boston MA,Atlanta GA,8,16,1,0,0
42050,Boston MA,Atlanta GA,12,10,336,1,0
42051,Boston MA,Atlanta GA,8,5,-7,0,0
42052,Boston MA,Atlanta GA,8,17,7,0,0
42053,Boston MA,Atlanta GA,3,3,43,0,0
42054,Boston MA,Atlanta GA,3,7,87,0,0
42055,Boston MA,Atlanta GA,2,19,44,0,0
42056,Boston MA,Atlanta GA,9,7,14,0,0
42057,Boston MA,Atlanta GA,2,3,-100,0,0
42058,Boston MA,Atlanta GA,9,22,184,0,0
42059,Boston MA,Atlanta GA,11,20,82,0,0
42060,Boston MA,Atlanta GA,1,14,301,8,22
42061,Boston MA,Atlanta GA,6,25,37,0,0
42062,Boston MA,Atlanta GA,8,2,435,0,0
42063,Boston MA,Atlanta GA,9,30,-51,0,0
42064,Boston MA,Atlanta GA,3,6,-38,0,0
42065,Boston MA,Atlanta GA,7,9,327,0,0
42066,Boston MA,Atlanta GA,7,31,1010,2,0
42067,Boston MA,Atlanta GA,8,18,485,0,0
42068,Boston MA,Atlanta GA,1,27,172,0,0
42069,Boston MA,Atlanta GA,10,3,-9,0,0
42070,Boston MA,Atlanta GA,10,18,17,0,0
42071,Boston MA,Atlanta GA,8,28,-28,0,0
42072,Boston MA,Atlanta GA,6,26,43,0,0
42073,Boston MA,Atlanta GA,3,4,476,0,0
42074,Boston MA,Atlanta GA,12,29,297,0,0
42075,Boston MA,Atlanta GA,10,25,-35,0,0
42076,Boston MA,Atlanta GA,8,29,-58,0,0
42077,Boston MA,Atlanta GA,9,1,114,0,0
42078,Boston MA,Atlanta GA,4,20,80,0,0
42079,Boston MA,Atlanta GA,5,9,129,0,0
42080,Boston MA,Atlanta GA,9,16,-66,0,0
42081,Boston MA,Atlanta GA,3,25,49,0,0
42082,Boston MA,Atlanta GA,11,9,-7,0,0
42083,Boston MA,Atlanta GA,11,29,114,0,0
42084,Boston MA,Atlanta GA,6,3,94,0,0
42085,Boston MA,Atlanta GA,3,12,145,0,0
42086,Boston MA,Atlanta GA,1,9,-44,0,0
42087,Boston MA,Atlanta GA,7,16,-29,0,0
42088,Boston MA,Atlanta GA,9,3,-67,0,0
42089,Boston MA,Atlanta GA,9,13,109,0,0
42090,Boston MA,Atlanta GA,6,30,130,0,0
42091,Boston MA,Atlanta GA,4,7,130,0,0
42092,Boston MA,Atlanta GA,5,22,38,0,5
42093,Boston MA,Atlanta GA,2,13,153,1,15
42094,Boston MA,Atlanta GA,11,22,-48,0,0
42095,Boston MA,Atlanta GA,9,20,-29,0,0
42096,Boston MA,Atlanta GA,12,21,1693,2,143
42097,Boston MA,Atlanta GA,10,26,-54,0,0
42098,Boston MA,Atlanta GA,3,28,200,0,0
42099,Boston MA,Atlanta GA,12,5,45,0,0
42100,Boston MA,Atlanta GA,7,4,-20,0,0
42101,Boston MA,Atlanta GA,1,29,149,0,0
42102,Boston MA,Atlanta GA,7,15,-5,0,0
42103,Boston MA,Atlanta GA,10,12,219,0,0
42104,Boston MA,Atlanta GA,10,16,89,0,0
42105,Boston MA,Atlanta GA,6,19,94,0,0
42106,Boston MA,Atlanta GA,8,23,-29,0,0
42107,Boston MA,Atlanta GA,3,19,410,0,0
42108,Boston MA,Atlanta GA,8,25,1045,0,0
42109,Boston MA,Atlanta GA,12,3,24,0,0
42110,Boston MA,Atlanta GA,9,27,34,0,0
42111,Boston MA,Atlanta GA,9,24,113,0,0
42112,Boston MA,Atlanta GA,6,22,291,0,0
42113,Boston MA,Atlanta GA,8,27,-16,0,0
42114,Boston MA,Atlanta GA,7,29,249,0,0
42115,Boston MA,Atlanta GA,9,9,65,0,0
42116,Boston MA,Atlanta GA,3,30,88,0,0
42117,Boston MA,Atlanta GA,3,23,8,0,0
42118,Boston MA,Atlanta GA,12,19,622,1,23
42119,Boston MA,Atlanta GA,2,23,337,1,0
42120,Boston MA,Atlanta GA,4,17,-18,0,0
42121,Boston MA,Atlanta GA,10,9,28,0,0
42122,Boston MA,Atlanta GA,12,12,202,1,0
42123,Boston MA,Atlanta GA,7,11,102,0,0
42124,Boston MA,Atlanta GA,4,25,41,0,0
42125,Boston MA,Atlanta GA,7,17,68,0,0
42126,Boston MA,Atlanta GA,3,1,30,0,0
42127,Boston MA,Atlanta GA,5,11,-39,0,0
42128,Boston MA,Atlanta GA,6,6,337,1,0
42129,Boston MA,Atlanta GA,12,4,-8,1,0
42130,Boston MA,Atlanta GA,5,20,254,0,0
42131,Boston MA,Atlanta GA,5,12,23,0,0
42132,Boston MA,Atlanta GA,2,12,232,0,0
42133,Boston MA,Atlanta GA,7,21,234,0,0
42134,Boston MA,Atlanta GA,11,24,96,0,0
42135,Boston MA,Atlanta GA,7,30,55,0,0
42136,Boston MA,Atlanta GA,1,1,149,0,16
42137,Boston MA,Atlanta GA,4,1,147,0,0
42138,Boston MA,Atlanta GA,3,20,108,0,0
42139,Boston MA,Atlanta GA,6,17,-25,0,0
42140,Boston MA,Atlanta GA,2,14,81,0,0
42141,Boston MA,Atlanta GA,1,18,23,0,0
42142,Boston MA,Atlanta GA,8,6,382,0,0
42143,Boston MA,Atlanta GA,4,23,46,0,0
42144,Boston MA,Atlanta GA,12,31,152,1,52
42145,Boston MA,Atlanta GA,10,30,-1,1,0
42146,Boston MA,Atlanta GA,3,5,202,0,15
42147,Boston MA,Atlanta GA,8,24,88,2,0
42148,Boston MA,Atlanta GA,10,8,499,0,0
42149,Boston MA,Atlanta GA,4,15,111,0,0
42150,Boston MA,Atlanta GA,10,1,78,0,0
42151,Boston MA,Atlanta GA,4,2,-1,0,0
42152,Boston MA,Atlanta GA,7,19,189,0,0
42153,Boston MA,Atlanta GA,2,15,90,0,0
42154,Boston MA,Atlanta GA,12,22,399,0,108
42155,Boston MA,Atlanta GA,5,1,27,0,0
42156,Boston MA,Atlanta GA,12,25,-12,0,0
42157,Boston MA,Atlanta GA,3,9,72,0,0
42158,Boston MA,Atlanta GA,6,15,352,1,0
42159,Boston MA,Atlanta GA,8,1,418,1,0
42160,Boston MA,Atlanta GA,1,5,-25,0,0
42161,Boston MA,Atlanta GA,11,30,783,0,39
42162,Boston MA,Atlanta GA,12,6,-39,0,0
42163,Boston MA,Atlanta GA,11,26,-25,0,0
42164,Boston MA,Atlanta GA,11,14,844,1,0
42165,Boston MA,Atlanta GA,10,31,-27,0,0
42166,Boston MA,Atlanta GA,2,27,-14,0,0
42167,Boston MA,Atlanta GA,4,6,310,0,0
42168,Boston MA,Atlanta GA,2,6,-4,0,0
42169,Boston MA,Atlanta GA,3,10,14,0,0
42170,Boston MA,Atlanta GA,6,21,-8,0,0
42171,Boston MA,Atlanta GA,11,19,68,0,0
42172,Boston MA,Atlanta GA,3,18,133,1,0
42173,Boston MA,Atlanta GA,9,10,-46,0,0
42174,Boston MA,Atlanta GA,10,21,-64,0,0
42175,Boston MA,Atlanta GA,9,8,270,0,0
42176,Boston MA,Atlanta GA,5,15,21,0,0
42177,Boston MA,Atlanta GA,2,21,26,1,0
42178,Boston MA,Atlanta GA,12,16,31,1,0
42179,Boston MA,Atlanta GA,9,17,8,0,0
42180,Boston MA,Atlanta GA,10,6,-27,1,0
42181,Boston MA,Atlanta GA,6,1,-16,0,0
42182,Boston MA,Atlanta GA,1,26,-37,2,0
42183,Boston MA,Atlanta GA,7,13,758,3,0
42184,Boston MA,Atlanta GA,12,13,-45,0,0
42185,Boston MA,Atlanta GA,1,12,-26,1,0
42186,Boston MA,Atlanta GA,9,15,74,0,0
42187,Boston MA,Atlanta GA,6,20,257,0,0
42188,Boston MA,Atlanta GA,10,28,185,0,0
42189,Boston MA,Atlanta GA,5,21,0,0,0
42190,Boston MA,Atlanta GA,4,16,79,0,0
42191,Boston MA,Atlanta GA,2,4,33,0,0
42192,Boston MA,Atlanta GA,2,28,-15,0,0
42193,Boston MA,Atlanta GA,4,4,575,1,0
42194,Boston MA,Atlanta GA,8,31,-67,0,0
42195,Boston MA,Atlanta GA,8,10,1037,0,16
42196,Boston MA,Atlanta GA,1,30,-62,0,0
42197,Boston MA,Atlanta GA,11,15,54,0,0
42198,Boston MA,Atlanta GA,3,22,-24,1,0
42199,Boston MA,Atlanta GA,3,13,-20,0,0
42200,Boston MA,Atlanta GA,8,19,33,0,0
42201,Boston MA,Atlanta GA,9,12,89,0,0
42202,Boston MA,Atlanta GA,7,8,289,0,0
42203,Boston MA,Atlanta GA,8,22,95,0,0
42204,Boston MA,Atlanta GA,6,16,303,0,0
42205,Boston MA,Atlanta GA,5,2,173,0,0
42206,Boston MA,Atlanta GA,8,9,43,0,0
42207,Boston MA,Atlanta GA,5,30,-53,0,0
42208,Boston MA,Atlanta GA,7,24,731,0,0
42209,Boston MA,Atlanta GA,11,10,-27,0,0
42210,Boston MA,Atlanta GA,11,18,-77,0,0
42211,Boston MA,Atlanta GA,4,29,306,1,0
42212,Boston MA,Atlanta GA,9,19,49,0,0
42213,Boston MA,Atlanta GA,1,25,297,0,0
42214,Boston MA,Atlanta GA,3,24,72,0,0
42215,Boston MA,Atlanta GA,2,11,80,0,103
42216,Boston MA,Atlanta GA,7,10,457,0,0
42217,Boston MA,Atlanta GA,7,1,28,0,0
42218,Boston MA,Chicago IL,2,16,92,0,0
42219,Boston MA,Chicago IL,2,4,627,6,0
42220,Boston MA,Chicago IL,4,15,110,1,0
42221,Boston MA,Chicago IL,10,15,297,0,0
42222,Boston MA,Chicago IL,10,17,-68,1,0
42223,Boston MA,Chicago IL,5,15,74,0,0
42224,Boston MA,Chicago IL,8,26,35,0,0
42225,Boston MA,Chicago IL,12,12,14,0,0
42226,Boston MA,Chicago IL,10,10,-79,0,0
42227,Boston MA,Chicago IL,9,28,76,0,0
42228,Boston MA,Chicago IL,4,22,326,0,0
42229,Boston MA,Chicago IL,6,11,273,1,0
42230,Boston MA,Chicago IL,9,14,1065,1,0
42231,Boston MA,Chicago IL,3,14,-11,0,0
42232,Boston MA,Chicago IL,10,7,97,0,0
42233,Boston MA,Chicago IL,4,17,16,0,0
42234,Boston MA,Chicago IL,7,2,1109,2,52
42235,Boston MA,Chicago IL,11,25,127,0,0
42236,Boston MA,Chicago IL,3,26,23,3,0
42237,Boston MA,Chicago IL,8,3,550,1,88
42238,Boston MA,Chicago IL,8,10,672,1,129
42239,Boston MA,Chicago IL,2,7,155,1,4
42240,Boston MA,Chicago IL,11,24,-64,0,0
42241,Boston MA,Chicago IL,11,28,2,0,38
42242,Boston MA,Chicago IL,3,31,786,5,0
42243,Boston MA,Chicago IL,2,25,553,1,0
42244,Boston MA,Chicago IL,11,8,-74,0,0
42245,Boston MA,Chicago IL,11,4,-114,0,0
42246,Boston MA,Chicago IL,2,13,194,5,6
42247,Boston MA,Chicago IL,11,17,88,0,0
42248,Boston MA,Chicago IL,12,26,579,4,0
42249,Boston MA,Chicago IL,4,4,440,1,0
42250,Boston MA,Chicago IL,12,1,1291,0,0
42251,Boston MA,Chicago IL,4,21,339,0,0
42252,Boston MA,Chicago IL,8,1,564,0,0
42253,Boston MA,Chicago IL,2,26,561,3,0
42254,Boston MA,Chicago IL,6,23,528,0,93
42255,Boston MA,Chicago IL,7,21,339,4,0
42256,Boston MA,Chicago IL,7,14,219,1,0
42257,Boston MA,Chicago IL,9,15,-5,0,0
42258,Boston MA,Chicago IL,3,25,235,1,0
42259,Boston MA,Chicago IL,12,18,105,1,0
42260,Boston MA,Chicago IL,7,22,-6,1,7
42261,Boston MA,Chicago IL,2,1,628,3,27
42262,Boston MA,Chicago IL,6,28,560,1,0
42263,Boston MA,Chicago IL,11,13,-13,0,0
42264,Boston MA,Chicago IL,10,13,146,0,0
42265,Boston MA,Chicago IL,12,24,363,1,0
42266,Boston MA,Chicago IL,3,27,938,3,0
42267,Boston MA,Chicago IL,4,10,734,7,0
42268,Boston MA,Chicago IL,4,11,201,6,0
42269,Boston MA,Chicago IL,9,21,127,0,0
42270,Boston MA,Chicago IL,1,16,54,1,0
42271,Boston MA,Chicago IL,2,3,200,4,0
42272,Boston MA,Chicago IL,6,20,225,1,0
42273,Boston MA,Chicago IL,10,29,-57,1,0
42274,Boston MA,Chicago IL,7,20,874,0,0
42275,Boston MA,Chicago IL,9,25,-44,0,0
42276,Boston MA,Chicago IL,1,8,577,1,0
42277,Boston MA,Chicago IL,11,3,69,2,0
42278,Boston MA,Chicago IL,8,15,726,0,7
42279,Boston MA,Chicago IL,12,2,-9,0,0
42280,Boston MA,Chicago IL,8,19,539,0,0
42281,Boston MA,Chicago IL,12,11,133,0,0
42282,Boston MA,Chicago IL,5,16,42,0,0
42283,Boston MA,Chicago IL,1,23,885,3,0
42284,Boston MA,Chicago IL,12,15,94,0,0
42285,Boston MA,Chicago IL,7,8,225,0,0
42286,Boston MA,Chicago IL,7,25,537,1,0
42287,Boston MA,Chicago IL,10,27,354,0,0
42288,Boston MA,Chicago IL,3,1,145,0,33
42289,Boston MA,Chicago IL,6,6,1016,2,0
42290,Boston MA,Chicago IL,4,12,167,3,0
42291,Boston MA,Chicago IL,10,5,21,1,0
42292,Boston MA,Chicago IL,10,2,-62,0,0
42293,Boston MA,Chicago IL,11,29,47,0,0
42294,Boston MA,Chicago IL,5,30,845,2,0
42295,Boston MA,Chicago IL,3,10,-21,1,0
42296,Boston MA,Chicago IL,2,20,-100,1,0
42297,Boston MA,Chicago IL,1,4,-49,2,0
42298,Boston MA,Chicago IL,5,31,-43,0,0
42299,Boston MA,Chicago IL,9,19,315,0,0
42300,Boston MA,Chicago IL,5,25,-92,0,0
42301,Boston MA,Chicago IL,1,10,472,0,0
42302,Boston MA,Chicago IL,10,30,-22,1,0
42303,Boston MA,Chicago IL,1,27,294,1,21
42304,Boston MA,Chicago IL,1,31,620,6,0
42305,Boston MA,Chicago IL,12,6,-3,0,0
42306,Boston MA,Chicago IL,5,7,282,2,0
42307,Boston MA,Chicago IL,5,26,-132,1,0
42308,Boston MA,Chicago IL,4,25,899,4,0
42309,Boston MA,Chicago IL,8,4,1759,4,0
42310,Boston MA,Chicago IL,9,7,15,0,0
42311,Boston MA,Chicago IL,2,19,-28,0,0
42312,Boston MA,Chicago IL,11,16,221,0,0
42313,Boston MA,Chicago IL,5,29,-34,0,0
42314,Boston MA,Chicago IL,6,27,739,0,107
42315,Boston MA,Chicago IL,8,27,-110,1,0
42316,Boston MA,Chicago IL,4,28,836,1,0
42317,Boston MA,Chicago IL,9,26,486,0,0
42318,Boston MA,Chicago IL,11,6,349,1,0
42319,Boston MA,Chicago IL,1,28,792,4,0
42320,Boston MA,Chicago IL,5,13,-31,0,0
42321,Boston MA,Chicago IL,4,14,-78,0,0
42322,Boston MA,Chicago IL,5,6,-131,0,0
42323,Boston MA,Chicago IL,5,20,-12,1,0
42324,Boston MA,Chicago IL,6,10,406,1,37
42325,Boston MA,Chicago IL,6,9,705,1,0
42326,Boston MA,Chicago IL,10,22,140,0,0
42327,Boston MA,Chicago IL,2,8,441,3,37
42328,Boston MA,Chicago IL,5,19,110,0,0
42329,Boston MA,Chicago IL,1,22,544,1,0
42330,Boston MA,Chicago IL,1,15,-10,0,0
42331,Boston MA,Chicago IL,3,20,272,2,0
42332,Boston MA,Chicago IL,4,2,41,1,0
42333,Boston MA,Chicago IL,3,15,27,0,0
42334,Boston MA,Chicago IL,12,28,29,1,0
42335,Boston MA,Chicago IL,9,27,-47,0,0
42336,Boston MA,Chicago IL,12,17,395,1,91
42337,Boston MA,Chicago IL,4,5,-23,2,0
42338,Boston MA,Chicago IL,10,20,50,1,0
42339,Boston MA,Chicago IL,3,18,274,1,0
42340,Boston MA,Chicago IL,4,24,-64,0,0
42341,Boston MA,Chicago IL,5,17,-101,0,0
42342,Boston MA,Chicago IL,4,16,294,0,0
42343,Boston MA,Chicago IL,10,21,-56,0,0
42344,Boston MA,Chicago IL,10,28,78,0,0
42345,Boston MA,Chicago IL,8,20,132,0,0
42346,Boston MA,Chicago IL,11,22,-46,0,0
42347,Boston MA,Chicago IL,4,30,-54,0,0
42348,Boston MA,Chicago IL,9,11,-107,0,0
42349,Boston MA,Chicago IL,11,14,230,0,0
42350,Boston MA,Chicago IL,3,11,-11,0,0
42351,Boston MA,Chicago IL,3,30,826,1,0
42352,Boston MA,Chicago IL,8,21,11,1,0
42353,Boston MA,Chicago IL,8,11,705,1,0
42354,Boston MA,Chicago IL,5,4,676,1,0
42355,Boston MA,Chicago IL,8,14,197,1,0
42356,Boston MA,Chicago IL,11,10,-79,1,0
42357,Boston MA,Chicago IL,1,1,545,1,22
42358,Boston MA,Chicago IL,7,1,207,0,46
42359,Boston MA,Chicago IL,3,28,799,2,0
42360,Boston MA,Chicago IL,12,8,-89,0,17
42361,Boston MA,Chicago IL,11,26,-76,0,0
42362,Boston MA,Chicago IL,7,6,199,0,0
42363,Boston MA,Chicago IL,2,24,-70,0,0
42364,Boston MA,Chicago IL,12,9,173,2,0
42365,Boston MA,Chicago IL,6,25,239,0,0
42366,Boston MA,Chicago IL,2,12,227,5,0
42367,Boston MA,Chicago IL,3,13,341,1,0
42368,Boston MA,Chicago IL,7,15,-79,0,0
42369,Boston MA,Chicago IL,4,3,27,0,0
42370,Boston MA,Chicago IL,2,10,361,2,30
42371,Boston MA,Chicago IL,1,12,1,0,0
42372,Boston MA,Chicago IL,10,1,-36,0,0
42373,Boston MA,Chicago IL,6,3,698,1,0
42374,Boston MA,Chicago IL,6,26,388,1,24
42375,Boston MA,Chicago IL,6,2,-87,0,0
42376,Boston MA,Chicago IL,9,29,585,0,0
42377,Boston MA,Chicago IL,3,5,-76,0,0
42378,Boston MA,Chicago IL,6,4,805,1,0
42379,Boston MA,Chicago IL,5,28,47,0,0
42380,Boston MA,Chicago IL,12,22,757,0,137
42381,Boston MA,Chicago IL,1,18,52,1,0
42382,Boston MA,Chicago IL,1,30,14,2,0
42383,Boston MA,Chicago IL,12,4,19,0,0
42384,Boston MA,Chicago IL,9,24,-2,0,0
42385,Boston MA,Chicago IL,12,27,475,1,0
42386,Boston MA,Chicago IL,3,24,-41,0,0
42387,Boston MA,Chicago IL,3,9,625,1,0
42388,Boston MA,Chicago IL,4,7,-38,1,0
42389,Boston MA,Chicago IL,9,20,-30,0,0
42390,Boston MA,Chicago IL,2,29,494,2,0
42391,Boston MA,Chicago IL,12,13,40,1,0
42392,Boston MA,Chicago IL,11,1,-54,0,0
42393,Boston MA,Chicago IL,4,9,-4,9,0
42394,Boston MA,Chicago IL,4,18,215,2,0
42395,Boston MA,Chicago IL,3,7,277,1,0
42396,Boston MA,Chicago IL,9,17,413,0,0
42397,Boston MA,Chicago IL,2,9,14,1,18
42398,Boston MA,Chicago IL,2,28,-2,2,0
42399,Boston MA,Chicago IL,8,18,41,0,0
42400,Boston MA,Chicago IL,5,10,-35,0,0
42401,Boston MA,Chicago IL,4,20,468,0,147
42402,Boston MA,Chicago IL,8,13,63,0,0
42403,Boston MA,Chicago IL,12,16,320,4,0
42404,Boston MA,Chicago IL,12,20,1523,2,833
42405,Boston MA,Chicago IL,8,30,-80,0,0
42406,Boston MA,Chicago IL,10,4,-27,0,0
42407,Boston MA,Chicago IL,11,18,250,0,0
42408,Boston MA,Chicago IL,9,6,-49,0,0
42409,Boston MA,Chicago IL,11,7,145,1,0
42410,Boston MA,Chicago IL,8,7,898,1,119
42411,Boston MA,Chicago IL,1,29,938,3,0
42412,Boston MA,Chicago IL,7,19,391,0,0
42413,Boston MA,Chicago IL,5,21,115,0,0
42414,Boston MA,Chicago IL,9,9,176,4,11
42415,Boston MA,Chicago IL,2,14,-5,1,0
42416,Boston MA,Chicago IL,11,30,1106,0,0
42417,Boston MA,Chicago IL,2,17,435,3,0
42418,Boston MA,Chicago IL,8,12,148,0,0
42419,Boston MA,Chicago IL,5,5,455,0,0
